Phylum,Class,Genus,Species,Species Author,Subspecies,Subspecies Author,Variety,Variety Author,taxon name for relation
Rhodophyta,Florideophyceae,Herposiphonia,plumula,(J. Agardh) Falkenberg,,,,,Herposiphonia plumula
Rhodophyta,Florideophyceae,Herposiphonia,subdisticha,Okamura,,,,,Herposiphonia subdisticha
Ochrophyta,Phaeophyceae,Hesperophycus,harveyanus,(Decaisne) Setchell & Gardner,,,,,Hesperophycus harveyanus
Rhodophyta,Florideophyceae,Heteroderma,gibbsii,(Foslie & Setchell) Foslie,,,,,Heteroderma gibbsii
Rhodophyta,Florideophyceae,Heteroderma,lejolisii,(Rosanvinge) Foslie,,,,,Heteroderma lejolisii
Rhodophyta,Florideophyceae,Heteroderma,nicholsii,Setchell & Mason,,,,,Heteroderma nicholsii
Rhodophyta,Florideophyceae,Heteroderma,subtilissima,(Foslie) Foslie,,,,,Heteroderma subtilissima
Rhodophyta,Florideophyceae,Heteroderma,zostericola,Foslie,,,,,Heteroderma zostericola
Rhodophyta,Florideophyceae,Heterodoxia,denticulata,(Harvey) J. Agardh,,,,,Heterodoxia denticulata
Rhodophyta,Florideophyceae,Heterosiphonia,japonica,Yendo,,,,,Heterosiphonia japonica
Rhodophyta,Florideophyceae,Heterosiphonia,berkeleyi,Montagne,,,,,Heterosiphonia berkeleyi
Rhodophyta,Florideophyceae,Heterosiphonia,boothii,Lindauer,,,,,Heterosiphonia boothii
Rhodophyta,Florideophyceae,Heterosiphonia,concinna,(Hooker & Harvey) Falkenberg,,,,,Heterosiphonia concinna
Rhodophyta,Florideophyceae,Heterosiphonia,gibbesii,(Harvey) Falkenberg,,,,,Heterosiphonia gibbesii
Rhodophyta,Florideophyceae,Heterosiphonia,gunniana,(Harvey) Reinbold,,,,,Heterosiphonia gunniana
Rhodophyta,Florideophyceae,Heterosiphonia,laxa,Kylin,,,,,Heterosiphonia laxa
Rhodophyta,Florideophyceae,Heterosiphonia,merenia,Falkenberg,,,,,Heterosiphonia merenia
Rhodophyta,Florideophyceae,Heterosiphonia,muelleri,(Sonder) Detoni,,,,,Heterosiphonia muelleri
Rhodophyta,Florideophyceae,Heterosiphonia,plumosa,(Ellis) Batters,,,,,Heterosiphonia plumosa
Rhodophyta,Florideophyceae,Heterosiphonia,punicea,(Montagne) Kylin,,,,,Heterosiphonia punicea
Rhodophyta,Florideophyceae,Heterosiphonia,squarrosa,(Hooker & Harvey) Falkenberg,,,,,Heterosiphonia squarrosa
Rhodophyta,Florideophyceae,Heterosiphonia,erecta,Gardner,,,,,Heterosiphonia erecta
Rhodophyta,Florideophyceae,Heterosiphonia,wrangelioides,(Harvey) Falkenberg,,,,,Heterosiphonia wrangelioides
Rhodophyta,Florideophyceae,Heterosiphonia,wurdemanni,(Bailey) Falkenberg,,,,,Heterosiphonia wurdemanni
Rhodophyta,Florideophyceae,Heterosiphonia,densiuscula,Kylin,,,,,Heterosiphonia densiuscula
Rhodophyta,Florideophyceae,Heterosiphonia,pulchra,(Okamura) Falkenberg,,,,,Heterosiphonia pulchra
Rhodophyta,Florideophyceae,Heterothamnion,muelleri,(Sonders) J. Agardh,,,,,Heterothamnion muelleri
Rhodophyta,Florideophyceae,Hideophyllum,yezoense,(Yamada & Tokida) A. Zinova,,,,,Hideophyllum yezoense
Rhodophyta,Florideophyceae,Hideophyllum,yezoense,(Yamada & Tokida) Zinova,,,,,Hideophyllum yezoense
Rhodophyta,Florideophyceae,Hideophyllum,yezoensis,(Yamada & Tokida) Zinova,,,,,Hideophyllum yezoensis
Rhodophyta,Florideophyceae,Hildenbrandia,prototypus,Nardo,,,,,Hildenbrandia prototypus
Rhodophyta,Florideophyceae,Hildenbrandia,occidentalis,Setchell,,,,,Hildenbrandia occidentalis
Rhodophyta,Florideophyceae,Hildenbrandia,lecannellieri,Hariot,,,,,Hildenbrandia lecannellieri
Rhodophyta,Florideophyceae,Hildenbrandia,rubra,(Sommerfelt) Meneghini,,,,,Hildenbrandia rubra
Rhodophyta,Florideophyceae,Hildenbrandia,rivularis,(Liebm.) J. Agardh,,,,,Hildenbrandia rivularis
Rhodophyta,Florideophyceae,Hildenbrandia,occidentalis,Setchell & Gardner,,,,,Hildenbrandia occidentalis
Ochrophyta,Phaeophyceae,Himanthalia,elongata,(L.) S. F. Gray,,,,,Himanthalia elongata
Ochrophyta,Phaeophyceae,Himantothallus,grandifolius,A. Gepp & E.S. Gepp) Zinova,,,,,Himantothallus grandifolius
Ochrophyta,Phaeophyceae,Hincksia,granulosa,(J. E. Smith) P. C. Silva,,,,,Hincksia granulosa
Ochrophyta,Phaeophyceae,Hincksia,granulosa,(J. E. Smith) Silva,,,,,Hincksia granulosa
Ochrophyta,Phaeophyceae,Hincksia,ovata,(Kjellman) Silva,,,,,Hincksia ovata
Ochrophyta,Phaeophyceae,Hincksia,mitchelliae,(Harvey) Silva,,,,,Hincksia mitchelliae
Ochrophyta,Phaeophyceae,Hincksia,mitchelliae,(Harvey) P. C. Silva,,,,,Hincksia mitchelliae
Ochrophyta,Phaeophyceae,Hincksia,sandriana,(Zanardini) P. C. Silva,,,,,Hincksia sandriana
Ochrophyta,Phaeophyceae,Hincksia,granulosa,(Smith) P.C. Silva,,,,,Hincksia granulosa
Ochrophyta,Phaeophyceae,Hincksia,sandriana,(Zanardini) P.C. Silva,,,,,Hincksia sandriana
Ochrophyta,Phaeophyceae,Hincksia,sandriana,"(Zanardini) P.C. Silva in Silva, Menez et Moe",,,,,Hincksia sandriana
Rhodophyta,Florideophyceae,Hirsutithallia,mucronata,Wollaston & Womersley,,,,,Hirsutithallia mucronata
Ochrophyta,Phaeophyceae,Hizikia,fusiformis,(Harvey) Okamura,,,,,Hizikia fusiformis
Rhodophyta,Florideophyceae,Hollenbergia,nigricans,(Gardner) Wollaston,,,,,Hollenbergia nigricans
Rhodophyta,Florideophyceae,Hollenbergia,subulata,(Harvey) Wollaston,,,,,Hollenbergia subulata
Rhodophyta,Florideophyceae,Hollenbergia,subulata ?,(Harvey) Wollaston,,,,,Hollenbergia subulata ?
Rhodophyta,Florideophyceae,Hollenbergia,subulata,(Harvey) E.M. Wollaston,,,,,Hollenbergia subulata
Rhodophyta,Florideophyceae,Holmesia,californica,(Dawson) Dawson,,,,,Holmesia californica
Rhodophyta,Florideophyceae,Holmesia,capensis,J. Agardh,,,,,Holmesia capensis
Rhodophyta,Florideophyceae,Holmsella,australis,Noble & Kraft,,,,,Holmsella australis
Rhodophyta,Florideophyceae,Holotrichia,comosa,(Harvey) Schmitz,,,,,Holotrichia comosa
Rhodophyta,Florideophyceae,Hommersandia,maximicarpa,G.I.Hansen & S.C.Lindstrom,,,,,Hommersandia maximicarpa
Rhodophyta,Florideophyceae,Hommersandia,maximicarpa,Hansen & Lindstrom,,,,,Hommersandia maximicarpa
Rhodophyta,Florideophyceae,Hommersandia,maximicarpa,G.I. Hansen & S.C. Lindstrom,,,,,Hommersandia maximicarpa
Chlorophyta,Ulvophyceae,Hormiscia,doliifera,Setchell & Gardner,,,,,Hormiscia doliifera
Chlorophyta,Ulvophyceae,Hormiscia,flaccida,(Kuetzing) Lagerheim,,,,,Hormiscia flaccida
Chlorophyta,Ulvophyceae,Hormiscia,zonata,(Weber & Mohr) Areschoug,,,,,Hormiscia zonata
Ochrophyta,Phaeophyceae,Hormophysa,cuneiformis,(J. Gmelin) Silva,,,,,Hormophysa cuneiformis
Ochrophyta,Phaeophyceae,Hormosira,banksii,(Turner) Decaisne,,,,,Hormosira banksii
Ochrophyta,Phaeophyceae,Hormosira,banksii,(Turn.) Dec.,,,,,Hormosira banksii
Cyanobacteria,Cyanophyceae,Hormothamnion,enteromorphoides,Grunow,,,,,Hormothamnion enteromorphoides
Rhodophyta,Florideophyceae,Hummbrella,hydra,Earle,,,,,Hummbrella hydra
Rhodophyta,Florideophyceae,Hyalosiphonia,caespitosa,Okamura,,,,,Hyalosiphonia caespitosa
Chlorophyta,Zygnematophyceae,Hyalotheca,mucosa,Ehrenberg,,,,,Hyalotheca mucosa
Ochrophyta,Phaeophyceae,Hydroclathrus,clathratus,(Bory) Howe,,,,,Hydroclathrus clathratus
Ochrophyta,Phaeophyceae,Hydroclathrus,clathratus,(C. Agardh) Howe,,,,,Hydroclathrus clathratus
Ochrophyta,Phaeophyceae,Hydroclathrus,clathratus,(C. Ag.) Howe,,,,,Hydroclathrus clathratus
Ochrophyta,Phaeophyceae,Hydroclathrus,clathratus,(C. Agardh),,,,,Hydroclathrus clathratus
Ochrophyta,Phaeophyceae,Hydroclathrus,tenuis,C.K. Tseng et Lu,,,,,Hydroclathrus tenuis
Cyanobacteria,Cyanophyceae,Hydrocoleum,comoides,(Harvey) Gomont,,,,,Hydrocoleum comoides
Cyanobacteria,Cyanophyceae,Hydrocoleum,glutinosum,(Agardh) Gomont,,,,,Hydrocoleum glutinosum
Cyanobacteria,Cyanophyceae,Hydrocoleum,lyngbyaceum,Gomont,,,,,Hydrocoleum lyngbyaceum
Cyanobacteria,Cyanophyceae,Hydrocoleum,majus,Holden,,,,,Hydrocoleum majus
Chlorophyta,Chlorophyceae,Hydrodictyon,reticulatum,(L.) Lagerheim,,,,,Hydrodictyon reticulatum
Ochrophyta,Chrysophyceae,Hydrurus,ducluzelii,Agardh,,,,,Hydrurus ducluzelii
Ochrophyta,Chrysophyceae,Hydrurus,foetidus,(Vill.) Kirchner,,,,,Hydrurus foetidus
Ochrophyta,Chrysophyceae,Hydrurus,vaucheri,Agardh,,,,,Hydrurus vaucheri
Cyanobacteria,Cyanophyceae,Hyella,caespitosa,Bornet & Flahault,,,,,Hyella caespitosa
Rhodophyta,Florideophyceae,Hymenena,affinis,(Harvey) Kylin,,,,,Hymenena affinis
Rhodophyta,Florideophyceae,Hymenena,berggreniana,(J. Agardh) Kylin,,,,,Hymenena berggreniana
Rhodophyta,Florideophyceae,Hymenena,curdieana,(Harvey) Kylin,,,,,Hymenena curdieana
Rhodophyta,Florideophyceae,Hymenena,dilabida,(J. Agardh) Kylin,,,,,Hymenena dilabida
Rhodophyta,Florideophyceae,Hymenena,durvilaei,(Bory) Kylin,,,,,Hymenena durvilaei
Rhodophyta,Florideophyceae,Hymenena,flabelligera,(J. Agardh) Kylin,,,,,Hymenena flabelligera
Rhodophyta,Florideophyceae,Hymenena,kylinii,Gardner,,,,,Hymenena kylinii
Rhodophyta,Florideophyceae,Hymenena,multiloba,(J. Agardh) Kylin,,,,,Hymenena multiloba
Rhodophyta,Florideophyceae,Hymenena,palmata,(Harvey) Kylin,,,,,Hymenena palmata
Rhodophyta,Florideophyceae,Hymenena,ruthenica,(Postels & Ruprecht) Zinova,,,,,Hymenena ruthenica
Rhodophyta,Florideophyceae,Hymenena,semicostata,(J. Agardh) Kylin,,,,,Hymenena semicostata
Rhodophyta,Florideophyceae,Hymenena,setchellii,Gardner,,,,,Hymenena setchellii
Rhodophyta,Florideophyceae,Hymenena,variolosa,Lindauer,,,,,Hymenena variolosa
Rhodophyta,Florideophyceae,Hymenena,smithii,Kylin,,,,,Hymenena smithii
Rhodophyta,Florideophyceae,Hymenena,flabelligera,(C. Agardh) Kylin,,,,,Hymenena flabelligera
Rhodophyta,Florideophyceae,Hymenena,flabelligera,(J.G. Agardh) Kylin,,,,,Hymenena flabelligera
Rhodophyta,Florideophyceae,Hymenena,endiviaefolia,(Hooker & Harvey) Kylin,,,,,Hymenena endiviaefolia
Rhodophyta,Florideophyceae,Hymenena,multipartita,(Hooker & Harvey) Kylin,,,,,Hymenena multipartita
Rhodophyta,Florideophyceae,Hymenena,ruthenica,(Postels et Ruprecht) Zinova,,,,,Hymenena ruthenica
Rhodophyta,Florideophyceae,Hymenena,setchellii,N.L. Gardner,,,,,Hymenena setchellii
Rhodophyta,Florideophyceae,Hymenena,,Greville,,,,,Hymenena NA
Rhodophyta,Florideophyceae,Hymenocladia,lanceolata,J. Agardh,,,,,Hymenocladia lanceolata
Rhodophyta,Florideophyceae,Hymenocladia,polymorpha,(Harvey) J. Agardh,,,,,Hymenocladia polymorpha
Rhodophyta,Florideophyceae,Hymenocladia,sanguinea,(Harvey) Sparling,,,,,Hymenocladia sanguinea
Rhodophyta,Florideophyceae,Hymenocladia,usnea,(R. Brown) J. Agardh,,,,,Hymenocladia usnea
Rhodophyta,Florideophyceae,Hypnea,charoides,Lamouroux,,,,,Hypnea charoides
Rhodophyta,Florideophyceae,Hypnea,cervicornis,J. Agardh,,,,,Hypnea cervicornis
Rhodophyta,Florideophyceae,Hypnea,esperi,Boergesen,,,,,Hypnea esperi
Rhodophyta,Florideophyceae,Hypnea,episcopalis,Hooker & Harvey,,,,,Hypnea episcopalis
Rhodophyta,Florideophyceae,Hypnea,japonica,Tanaka,,,,,Hypnea japonica
Rhodophyta,Florideophyceae,Hypnea,johnstonii,Setchell & Gardner,,,,,Hypnea johnstonii
Rhodophyta,Florideophyceae,Hypnea,musciformis,(Wulfen) Lamouroux,,,,,Hypnea musciformis
Rhodophyta,Florideophyceae,Hypnea,nidifica,J. Agardh,,,,,Hypnea nidifica
Rhodophyta,Florideophyceae,Hypnea,pannosa,J. Agardh,,,,,Hypnea pannosa
Rhodophyta,Florideophyceae,Hypnea,saidana,Holmes,,,,,Hypnea saidana
Rhodophyta,Florideophyceae,Hypnea,seticulosa,J. Agardh,,,,,Hypnea seticulosa
Rhodophyta,Florideophyceae,Hypnea,spinella,(C. Agardh) Kuetzing,,,,,Hypnea spinella
Rhodophyta,Florideophyceae,Hypnea,valentiae,(Turner) Montagne,,,,,Hypnea valentiae
Rhodophyta,Florideophyceae,Hypnea,esperi,Bory,,,,,Hypnea esperi
Rhodophyta,Florideophyceae,Hypnea,spicifera,(Suhr) Harvey,,,,,Hypnea spicifera
Rhodophyta,Florideophyceae,Hypnea,variabilis,Okamura,,,,,Hypnea variabilis
Rhodophyta,Florideophyceae,Hypnea,boergesenii,Tanaka,,,,,Hypnea boergesenii
Rhodophyta,Florideophyceae,Hypnea,charoides,Sonder,,,,,Hypnea charoides
Rhodophyta,Florideophyceae,Hypnea,flagelliformis,Greville ex J. Agardh,,,,,Hypnea flagelliformis
Rhodophyta,Florideophyceae,Hypnea,spinella,(C. Agardh) J. Agardh,,,,,Hypnea spinella
Rhodophyta,Florideophyceae,Hypnea,asiatica,"P.J.L.Geraldino, E.C.Yang & S.M.Boo",,,,,Hypnea asiatica
Rhodophyta,Florideophyceae,Hypneocolax,stellaris,Boergesen,,,,,Hypneocolax stellaris
Rhodophyta,Florideophyceae,Hypoglossum,spathulatum,(Kuetzing) J. Agardh,,,,,Hypoglossum spathulatum
Rhodophyta,Florideophyceae,Hypoglossum,minimum,Yamada,,,,,Hypoglossum minimum
Rhodophyta,Florideophyceae,Hypoglossum,woodwardii,Kuetzing,,,,,Hypoglossum woodwardii
Rhodophyta,Florideophyceae,Hypoglossum,barbatum,Okamura,,,,,Hypoglossum barbatum
Rhodophyta,Florideophyceae,Hypoglossum,protendens,J. Agardh,,,,,Hypoglossum protendens
Rhodophyta,Florideophyceae,Hypophyllum,middendorfii,(Ruprecht) Kylin,,,,,Hypophyllum middendorfii
Rhodophyta,Florideophyceae,Hypophyllum,ruprechtianum,A. Zinova,,,,,Hypophyllum ruprechtianum
Ochrophyta,Bacillariophyceae,Inoderma,lamellosum,Kuetzing,,,,,Inoderma lamellosum
Chlorophyta,Chlorophyceae,Internoretia,fryeana,Setchell & Gardner,,,,,Internoretia fryeana
Rhodophyta,Florideophyceae,Iridaea,ciliata,Kuetzing,,,,,Iridaea ciliata
Rhodophyta,Florideophyceae,Iridaea,cordata,(Turner) Bory,,,,,Iridaea cordata
Rhodophyta,Florideophyceae,Iridaea,heterocarpa,Postels & Ruprecht,,,,,Iridaea heterocarpa
Rhodophyta,Florideophyceae,Iridaea,obovata,Kuetzing,,,,,Iridaea obovata
Rhodophyta,Florideophyceae,Iridaea,punicea,Postels & Ruprecht,,,,,Iridaea punicea
Rhodophyta,Florideophyceae,Iridaea,punicea ?,Postels & Ruprecht,,,,,Iridaea punicea ?
Rhodophyta,Florideophyceae,Iridaea,undulosa ?,Bory,,,,,Iridaea undulosa ?
Rhodophyta,Florideophyceae,Iridaea,laminarioides,Bory de Saint-Vincent,,,,,Iridaea laminarioides
Rhodophyta,Florideophyceae,Isabbottia,ovalifolia,(Kylin) Balakrishnan,,,,,Isabbottia ovalifolia
Cyanobacteria,Cyanophyceae,Isactis,plana,(Harvey) Thuret,,,,,Isactis plana
Ochrophyta,Phaeophyceae,Ishige,okamurai,Yendo,,,,,Ishige okamurai
Ochrophyta,Phaeophyceae,Ishige,sinicola,(Setchell & Gardner) M. Chihara,,,,,Ishige sinicola
Ochrophyta,Phaeophyceae,Ishige,sinicola,(Setchell & Gardner) Chihara,,,,,Ishige sinicola
Ochrophyta,Phaeophyceae,Ishige,okamurae,Yendo,,,,,Ishige okamurae
Ochrophyta,Phaeophyceae,Ishige,sinicola,(Setchell et Gardner) Chihara,,,,,Ishige sinicola
Rhodophyta,Florideophyceae,Isoptera,regularis,Okamura,,,,,Isoptera regularis
Ochrophyta,Phaeophyceae,Isthmoplea,sphaerophora,(Carmichael) Kjellman,,,,,Isthmoplea sphaerophora
Rhodophyta,Florideophyceae,Janczewskia,gardneri,Setchell & Guernsey,,,,,Janczewskia gardneri
Rhodophyta,Florideophyceae,Janczewskia,tasmanica,Falkenberg,,,,,Janczewskia tasmanica
Rhodophyta,Florideophyceae,Janczewskia,gardneri,Setchell & Guernsey a,,,,,Janczewskia gardneri
Rhodophyta,Florideophyceae,Jania,micrarthrodia,Lamouroux,,,,,Jania micrarthrodia
Rhodophyta,Florideophyceae,Jania,capillacea,Harvey,,,,,Jania capillacea
Rhodophyta,Florideophyceae,Jania,constricta,Kuetzing,,,,,Jania constricta
Rhodophyta,Florideophyceae,Jania,fastigiata,Harvey,,,,,Jania fastigiata
Rhodophyta,Florideophyceae,Jania,novae-zelandiae,Harvey,,,,,Jania novae-zelandiae
Rhodophyta,Florideophyceae,Jania,pumila,Lamouroux,,,,,Jania pumila
Rhodophyta,Florideophyceae,Jania,mexicana,Taylor,,,,,Jania mexicana
Rhodophyta,Florideophyceae,Jania,natalensis,Harvey,,,,,Jania natalensis
Rhodophyta,Florideophyceae,Jania,rubens,(L.) Lamouroux,,,,,Jania rubens
Rhodophyta,Florideophyceae,Jania,longifurca,Zanardini,,,,,Jania longifurca
Rhodophyta,Florideophyceae,Jania,decussato-dichotoma,Yendo,,,,,Jania decussato-dichotoma
Rhodophyta,Florideophyceae,Jania,arborescens ?,Yendo,,,,,Jania arborescens ?
Rhodophyta,Florideophyceae,Jania,adhaerans,Lamx.,,,,,Jania adhaerans
Rhodophyta,Florideophyceae,Jania,nipponica,(Yendo) Yendo,,,,,Jania nipponica
Rhodophyta,Florideophyceae,Jania,radiata,(Yendo) Yendo,,,,,Jania radiata
Rhodophyta,Florideophyceae,Jania,verrucosa,J.V.Lamouroux,,,,,Jania verrucosa
Rhodophyta,Florideophyceae,Jania,adhaerens,J.V. Lamouroux,,,,,Jania adhaerens
Rhodophyta,Florideophyceae,Jantinella,verrucaeformis,(Setchell & McFadden) Kylin,,,,,Jantinella verrucaeformis
Rhodophyta,Florideophyceae,Jeannerettia,lobata,Harvey & Hooker,,,,,Jeannerettia lobata
Rhodophyta,Florideophyceae,Jeannerettia,pedicellata,(Harvey) Papenfuss,,,,,Jeannerettia pedicellata
Rhodophyta,Florideophyceae,Joculator,pinnatifolius,Manza,,,,,Joculator pinnatifolius
Rhodophyta,Florideophyceae,Johansenia,macmillanii,(Yendo) P.C. Silva,,,,,Johansenia macmillanii
Rhodophyta,Florideophyceae,Johansenia,macmillanii,(Yendo) K. Hind & G.W. Saunders,,,,,Johansenia macmillanii
Rhodophyta,Florideophyceae,Johansenia,macmillanii,(Yendo) K.Hind & G.W. Saunders,,,,,Johansenia macmillanii
Rhodophyta,Florideophyceae,Kallymenia,cribrosa,Harvey,,,,,Kallymenia cribrosa
Rhodophyta,Florideophyceae,Kallymenia,crassiuscula,Okamura,,,,,Kallymenia crassiuscula
Rhodophyta,Florideophyceae,Kallymenia,chilensis,Levring,,,,,Kallymenia chilensis
Rhodophyta,Florideophyceae,Kallymenia,cribrogloea,Womersley & Norris,,,,,Kallymenia cribrogloea
Rhodophyta,Florideophyceae,Kallymenia,microphylla,J. Agardh,,,,,Kallymenia microphylla
Rhodophyta,Florideophyceae,Kallymenia,oblongifructa,(Setchell) Setchell,,,,,Kallymenia oblongifructa
Rhodophyta,Florideophyceae,Kallymenia,perforata,J. Agardh,,,,,Kallymenia perforata
Rhodophyta,Florideophyceae,Kallymenia,reniformis,(Turner) J. Agardh,,,,,Kallymenia reniformis
Rhodophyta,Florideophyceae,Kallymenia,reniformis,(Turner) J.Agardh,,,,,Kallymenia reniformis
Rhodophyta,Florideophyceae,Kallymeniopsis,lacera,(Postels & Ruprecht) Perestenko,,,,,Kallymeniopsis lacera
Rhodophyta,Florideophyceae,Kallymeniopsis,lacera,(Postels et Ruprecht) Perestenko,,,,,Kallymeniopsis lacera
Rhodophyta,Florideophyceae,Kallymeniopsis,verrucosa,Zinova et Gussarova,,,,,Kallymeniopsis verrucosa
Ochrophyta,Phaeophyceae,Kjellmaniella,crassifolia,Miyabe,,,,,Kjellmaniella crassifolia
Chlorophyta,Ulvophyceae,Kornmannia,leptoderma,(Kjell.) Bliding,,,,,Kornmannia leptoderma
Chlorophyta,Ulvophyceae,Kornmannia,leptoderma,(Kjellman) Bliding,,,,,Kornmannia leptoderma
Chlorophyta,Ulvophyceae,Kornmannia,leptoderma,(Kejll.) Bliding,,,,,Kornmannia leptoderma
Chlorophyta,Ulvophyceae,Kornmannia,leptoderma,(Kjellma) Bliding,,,,,Kornmannia leptoderma
Chlorophyta,Ulvophyceae,Kornmannia,zostericola,(Tilden) Bliding,,,,,Kornmannia zostericola
Rhodophyta,Florideophyceae,Kraftia,dichotoma,Shepley & Womersley,,,,,Kraftia dichotoma
Chlorophyta,Trebouxiophyceae,Kryobacillum,maqa,Yakimovich,,,,,Kryobacillum maqa
Rhodophyta,Florideophyceae,Kumanoa,americana,"(R.G.Sheath, M.L.Vis & K.M.Cole) M.L.Vis, Necchi, W.B.Chiasson & Entwisle",,,,,Kumanoa americana
Rhodophyta,Florideophyceae,Laingia,aleutica,Wynne,,,,,Laingia aleutica
Rhodophyta,Florideophyceae,Laingia,hookeri,(Lyall) Kylin,,,,,Laingia hookeri
Rhodophyta,Florideophyceae,Laingia,aleutica,M.J. Wynne,,,,,Laingia aleutica
Rhodophyta,Delesseriaceae,Laingia,aleutica,M.J. Wynne,,,,,Laingia aleutica
Ochrophyta,Phaeophyceae,Laminaria,yezoensis,Miyabe,,,,,Laminaria yezoensis
Ochrophyta,Phaeophyceae,Laminaria,saccharina,(L.) Lamouroux,,,,,Laminaria saccharina
Ochrophyta,Phaeophyceae,Laminaria,digitata,(L.) Lamouroux,,,,,Laminaria digitata
Ochrophyta,Phaeophyceae,Laminaria,agardhii,Kjellman,,,,,Laminaria agardhii
Ochrophyta,Phaeophyceae,Laminaria,longipes,Bory,,,,,Laminaria longipes
Ochrophyta,Phaeophyceae,Laminaria,complanata,(Setchell & Gardner) Setchell,,,,,Laminaria complanata
Ochrophyta,Phaeophyceae,Laminaria,hyperborea,(Gunnerus) Foslie,,,,,Laminaria hyperborea
Ochrophyta,Phaeophyceae,Laminaria,dentigera,Kjellman,,,,,Laminaria dentigera
Ochrophyta,Phaeophyceae,Laminaria,ephemera,Setchell,,,,,Laminaria ephemera
Ochrophyta,Phaeophyceae,Laminaria,farlowii,Setchell,,,,,Laminaria farlowii
Ochrophyta,Phaeophyceae,Laminaria,groenlandica,Rosenvinge,,,,,Laminaria groenlandica
Ochrophyta,Phaeophyceae,Laminaria,hyperborea,(Gunner) Foslie,,,,,Laminaria hyperborea
Ochrophyta,Phaeophyceae,Laminaria,platymeris,De La Pylaie,,,,,Laminaria platymeris
Ochrophyta,Phaeophyceae,Laminaria,sachaliensis,Miyabe,,,,,Laminaria sachaliensis
Ochrophyta,Phaeophyceae,Laminaria,setchellii,Silva,,,,,Laminaria setchellii
Ochrophyta,Phaeophyceae,Laminaria,sinclairii,"(Harvey ex Hooker F. & Harvey) Farlow,Anderson & Eaton",,,,,Laminaria sinclairii
Ochrophyta,Phaeophyceae,Laminaria,sinclairii,"(Harvey ex Hooker F. & Harvey) Farlow, Anderson & Eaton",,,,,Laminaria sinclairii
Ochrophyta,Phaeophyceae,Laminaria,solidungula,J. Agardh,,,,,Laminaria solidungula
Ochrophyta,Phaeophyceae,Laminaria,sinclairii,"(Harvey ex Hooker f. & Harvey) Farlow, Anderson & Eaton",,,,,Laminaria sinclairii
Ochrophyta,Phaeophyceae,Laminaria,digitata,(Hudson) Lamouroux,,,,,Laminaria digitata
Ochrophyta,Phaeophyceae,Laminaria,longpipes,Bory,,,,,Laminaria longpipes
Ochrophyta,Phaeophyceae,Laminaria,longipes,(Bory de Saint-Vincent) Kuntze  ,,,,,Laminaria longipes
Ochrophyta,Phaeophyceae,Laminaria,longipes,Bory de Saint-Vincent,,,,,Laminaria longipes
Ochrophyta,Phaeophyceae,Laminaria,sinclairii,"(Harvey ex Hooker f.) Farlow, C.L. Anderson et D.C. Eaton",,,,,Laminaria sinclairii
Ochrophyta,Phaeophyceae,Laminaria,setchellii,P.C. Silva,,,,,Laminaria setchellii
Ochrophyta,Phaeophyceae,Laminaria,sp.,J.V. Lamouroux,,,,,Laminaria sp.
Ochrophyta,Phaeophyceae,Laminaria,sp.,[undescribed],,,,,Laminaria sp.
Ochrophyta,Phaeophyceae,Laminaria,sp.,sp. nov.,,,,,Laminaria sp.
Phaeophyta,Phaeophyceae,Laminaria,ephemera,Setchell,,,,,Laminaria ephemera
Phaeophyta,Phaeophyceae,Laminaria,sinclairii,"(Harvey ex J.D.Hooker & Harvey) Farlow, Anderson & Eaton ",,,,,Laminaria sinclairii
Ochrophyta,Phaeophyceae,Laminariocolax,tomentosoides,(Farlow) Kylin,,,,,Laminariocolax tomentosoides
Chlorophyta,Charophyceae,Lamprothamnus,alopecuroides,Braun,,,,,Lamprothamnus alopecuroides
Ochrophyta,Phaeophyceae,Landsburgia,quercifolia,(Hooker F. & Harvey) Harvey,,,,,Landsburgia quercifolia
Rhodophyta,Florideophyceae,Laurencia,aldingensis,Saito & Womersley,,,,,Laurencia aldingensis
Rhodophyta,Florideophyceae,Laurencia,arbuscula,Sonder,,,,,Laurencia arbuscula
Rhodophyta,Florideophyceae,Laurencia,blinksii,Hollenberg & Abbott,,,,,Laurencia blinksii
Rhodophyta,Florideophyceae,Laurencia,botrychioides,Harvey,,,,,Laurencia botrychioides
Rhodophyta,Florideophyceae,Laurencia,botryoides,(Turner) Gaillon,,,,,Laurencia botryoides
Rhodophyta,Florideophyceae,Laurencia,brongniartii,J. Agardh,,,,,Laurencia brongniartii
Rhodophyta,Florideophyceae,Laurencia,cervicornis,Harvey,,,,,Laurencia cervicornis
Rhodophyta,Florideophyceae,Laurencia,cartilaginea,Yamada,,,,,Laurencia cartilaginea
